family,species,records outside the AF,records out.in transition,records in.out transition,records inside the AF,endemism level (validated taxonomy only),group of species (validated taxonomy only),endemism level (validated and probably validated taxonomy),group of species (validated and probably validated taxonomy),endemism accepted by the BF-2020
Myrtaceae,Calyptranthes concinna,60,54,36,429,83.012821,widespread,83.707865,widespread,Endemic
Myrtaceae,Calyptranthes curta,0,0,0,1,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Calyptranthes detecta,0,0,0,1,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Calyptranthes dichotoma,0,0,0,2,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Calyptranthes dryadica,0,0,0,8,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Calyptranthes fusiformis,0,0,0,10,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Calyptranthes glazioviana,0,0,0,7,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Calyptranthes grammica,4,16,9,27,71.764706,widespread,72.413793,widespread,Endemic
Myrtaceae,Calyptranthes grandiflora,0,0,0,22,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Calyptranthes lanceolata,0,0,1,82,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Calyptranthes langsdorffii,0,0,0,11,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Calyptranthes lucida,74,4,5,159,66.591422,widespread,68,widespread,Not endemic
Myrtaceae,Calyptranthes maritima,0,0,0,4,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Calyptranthes martiusiana,0,0,0,2,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Calyptranthes obovata,0,0,1,43,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Calyptranthes ovalifolia,3,2,6,2,55.555556,widespread,55.555556,widespread,Not in the AF
Myrtaceae,Calyptranthes pauciflora,0,0,0,9,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Calyptranthes pileata,0,0,0,15,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Calyptranthes pteropoda,0,0,0,14,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Calyptranthes pulchella,53,8,7,29,36.416185,widespread,36.312849,widespread,Not endemic
Myrtaceae,Calyptranthes restingae,0,0,0,14,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Calyptranthes rubella,0,0,0,24,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Calyptranthes rufa,8,9,16,5,50.980392,widespread,50.980392,widespread,Not endemic
Myrtaceae,Calyptranthes santalucia,0,0,0,2,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Calyptranthes serrana,0,0,0,12,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Calyptranthes solitaria,0,0,0,3,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Calyptranthes speciosa,61,0,0,2,3.636364,occasional,3.174603,occasional,Not in the AF
Myrtaceae,Calyptranthes strigipes,0,0,0,54,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Calyptranthes tetraptera,0,0,0,3,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Calyptranthes tricona,0,0,0,30,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Calyptranthes ubatubana,0,0,0,2,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Calyptranthes ursina,0,0,0,2,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Calyptranthes widgreniana,22,3,1,31,56.730769,widespread,57.272727,widespread,Not endemic
Myrtaceae,Campomanesia adamantium,399,73,40,242,34.197731,widespread,37.562724,widespread,Not endemic
Myrtaceae,Campomanesia anemonea,0,0,0,13,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Campomanesia aromatica,101,16,12,50,32.107023,widespread,33.939394,widespread,Not endemic
Myrtaceae,Campomanesia aurea,28,23,3,67,63.934426,widespread,63.425926,widespread,Endemic
Myrtaceae,Campomanesia costata,0,2,2,1,66.666667,widespread,66.666667,widespread,Not in the AF
Myrtaceae,Campomanesia dichotoma,12,15,11,170,90.190736,near_endemic,90,widespread,Endemic
Myrtaceae,Campomanesia espiritosantensis,0,0,0,8,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Campomanesia eugenioides,219,15,17,88,30.668842,widespread,29.876161,widespread,Not endemic
Myrtaceae,Campomanesia grandiflora,23,5,0,12,30.136986,widespread,32,widespread,Not endemic
Myrtaceae,Campomanesia guaviroba,29,13,7,404,91.315136,near_endemic,91.986456,near_endemic,Not endemic
Myrtaceae,Campomanesia guazumifolia,35,30,14,297,85.810811,widespread,85.875706,widespread,Not endemic
Myrtaceae,Campomanesia hirsuta,0,1,0,25,97.959184,near_endemic,98.039216,near_endemic,Endemic
Myrtaceae,Campomanesia ilhoensis,7,2,2,50,86.440678,widespread,86.440678,widespread,Not endemic
Myrtaceae,Campomanesia laurifolia,0,4,1,124,98.297872,near_endemic,98.418972,near_endemic,Endemic
Myrtaceae,Campomanesia littoralis,0,0,0,24,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Campomanesia lundiana,0,0,0,2,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Campomanesia macrobracteolata,0,0,0,23,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Campomanesia neriiflora,3,4,2,73,93.430657,near_endemic,93.670886,near_endemic,Endemic
Myrtaceae,Campomanesia phaea,0,1,0,52,98.901099,near_endemic,99.047619,near_endemic,Endemic
Myrtaceae,Campomanesia prosthecesepala,0,0,0,3,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Campomanesia pubescens,726,122,33,319,31.403763,widespread,29.888641,widespread,Not endemic
Myrtaceae,Campomanesia reitziana,0,0,0,43,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Campomanesia rufa,5,3,2,20,76.363636,widespread,76.363636,widespread,Not endemic
Myrtaceae,Campomanesia schlechtendaliana,0,0,0,63,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Campomanesia sessiliflora,85,23,18,57,40.12945,widespread,40.615385,widespread,Not endemic
Myrtaceae,Campomanesia simulans,1,0,0,17,94.444444,near_endemic,94.444444,near_endemic,Endemic
Myrtaceae,Campomanesia terminalis,0,0,0,2,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Campomanesia velutina,138,19,1,6,4.452055,occasional,4.220779,occasional,Not endemic
Myrtaceae,Campomanesia xanthocarpa,73,41,21,412,80.756014,widespread,81.879845,widespread,Endemic
Myrtaceae,Curitiba prismatica,0,0,0,48,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia acutata,25,12,6,98,78.571429,widespread,76.515152,widespread,Endemic
Myrtaceae,Eugenia adenantha,0,0,2,28,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia altissima,0,0,1,3,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia amorimii,0,0,0,3,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia angustissima,155,6,5,5,4.672897,occasional,4.531722,occasional,Not in the AF
Myrtaceae,Eugenia anomala,26,6,0,4,12.698413,widespread,12.121212,widespread,Not endemic
Myrtaceae,Eugenia arenaria,0,0,0,26,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia arvensis,0,0,0,1,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia astringens,12,6,14,559,97.612489,near_endemic,97.418244,near_endemic,Endemic
Myrtaceae,Eugenia augustana,1,0,0,1,50,widespread,50,widespread,Endemic
Myrtaceae,Eugenia aurata,262,17,7,39,13.458262,widespread,13.578275,widespread,Not endemic
Myrtaceae,Eugenia ayacuchae,0,0,0,39,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia azeda,2,7,0,5,61.538462,widespread,47.619048,widespread,Endemic
Myrtaceae,Eugenia azuruensis,1,8,2,3,47.058824,widespread,44.444444,widespread,Not in the AF
Myrtaceae,Eugenia bacopari,6,3,1,29,81.15942,widespread,79.72973,widespread,Endemic
Myrtaceae,Eugenia badia,0,0,0,11,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia bahiana,3,0,0,1,25,widespread,25,widespread,Endemic
Myrtaceae,Eugenia bahiensis,0,0,2,167,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia barrana,0,0,0,3,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia batingabranca,0,0,0,29,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia beaurepairiana,1,2,0,87,97.701149,near_endemic,97.752809,near_endemic,Endemic
Myrtaceae,Eugenia beruttii,0,0,0,4,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia biflora,530,7,1,3,0.311526,occasional,0.651769,occasional,Not in the AF
Myrtaceae,Eugenia bimarginata,314,82,30,142,30.030644,widespread,30.664062,widespread,Not endemic
Myrtaceae,Eugenia botequimensis,0,0,0,8,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia brachysepala,0,0,0,4,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia brasiliensis,11,5,3,209,94.615385,near_endemic,93.973214,near_endemic,Endemic
Myrtaceae,Eugenia brejoensis,17,9,1,65,75.287356,widespread,75.287356,widespread,Endemic
Myrtaceae,Eugenia brevistyla,1,5,1,190,98.108108,near_endemic,98.195876,near_endemic,Endemic
Myrtaceae,Eugenia brunneopubescens,0,0,0,6,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia brunoi,0,0,0,7,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia bunchosiifolia,0,0,0,16,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia burkartiana,1,0,0,79,100,pure_endemic,98.75,near_endemic,Endemic
Myrtaceae,Eugenia caatingicola,0,1,0,1,66.666667,widespread,66.666667,widespread,Not in the AF
Myrtaceae,Eugenia cachoeirensis,38,0,0,1,2.857143,occasional,2.564103,occasional,Not in the AF
Myrtaceae,Eugenia cambucae,0,0,0,9,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia candolleana,51,13,11,246,81.229236,widespread,81.391586,widespread,Not endemic
Myrtaceae,Eugenia capitulifera,0,0,0,28,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia capparidifolia,25,2,4,3,16.129032,widespread,16.129032,widespread,Not in the AF
Myrtaceae,Eugenia catharinae,0,0,0,42,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia catharinensis,0,0,0,38,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia cerasiflora,8,5,13,149,92.976589,near_endemic,93.674699,near_endemic,Not endemic
Myrtaceae,Eugenia cereja,0,0,0,65,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia chlorocarpa,0,0,0,2,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia chlorophylla,0,0,0,48,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia cinerascens,0,0,0,7,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia citrifolia,28,0,0,1,3.703704,occasional,3.448276,occasional,Not in the AF
Myrtaceae,Eugenia coccifera,0,0,0,1,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia copacabanensis,1,1,1,99,98.4375,near_endemic,98.514851,near_endemic,Endemic
Myrtaceae,Eugenia corcovadensis,0,0,0,8,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia costatifructa,1,1,0,20,93.023256,near_endemic,93.023256,near_endemic,Endemic
Myrtaceae,Eugenia crassa,0,1,0,4,88.888889,near_endemic,88.888889,widespread,Endemic
Myrtaceae,Eugenia culicina,0,0,0,9,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia culta,0,1,0,1,66.666667,widespread,66.666667,widespread,Endemic
Myrtaceae,Eugenia cupulata,67,0,0,1,1.5625,occasional,1.470588,occasional,Not in the AF
Myrtaceae,Eugenia cuspidifolia,9,0,0,1,12.5,widespread,10,widespread,Not in the AF
Myrtaceae,Eugenia cymatodes,0,0,0,18,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia decussata,0,0,0,6,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia dichroma,4,0,1,65,94.244604,near_endemic,94.244604,near_endemic,Endemic
Myrtaceae,Eugenia dipetala,0,0,0,1,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia disperma,0,0,0,10,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia dodonaeifolia,9,4,4,60,84.057971,widespread,84.931507,widespread,Endemic
Myrtaceae,Eugenia duarteana,12,4,1,4,25.714286,widespread,24.324324,widespread,Not in the AF
Myrtaceae,Eugenia dysenterica,223,20,13,6,5.263158,occasional,5.09165,occasional,Not endemic
Myrtaceae,Eugenia egensis,374,5,1,72,16.281755,widespread,16.146993,widespread,Not endemic
Myrtaceae,Eugenia ellipsoidea,4,1,1,30,87.142857,widespread,87.142857,widespread,Endemic
Myrtaceae,Eugenia elongata,0,0,0,2,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia espinhacensis,1,0,1,5,84.615385,widespread,84.615385,widespread,Not endemic
Myrtaceae,Eugenia excelsa,7,10,2,248,95.427435,near_endemic,95.402299,near_endemic,Not endemic
Myrtaceae,Eugenia excoriata,0,0,0,26,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia expansa,1,2,0,159,98.709677,near_endemic,98.757764,near_endemic,Endemic
Myrtaceae,Eugenia farneyi,0,0,0,4,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia fissurata,0,0,0,6,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia flamingensis,0,0,0,35,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia flavescens,205,3,2,29,12.903226,widespread,12.684989,widespread,Not endemic
Myrtaceae,Eugenia florida,880,53,30,492,36.01632,widespread,35.868412,widespread,Not endemic
Myrtaceae,Eugenia fluminensis,0,0,0,3,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia francavilleana,32,3,0,29,47.058824,widespread,46.4,widespread,Not endemic
Myrtaceae,Eugenia fusca,0,0,0,88,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia gastropogena,0,0,0,2,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia gaudichaudiana,1,1,0,6,80,widespread,80,widespread,Endemic
Myrtaceae,Eugenia gemmiflora,70,0,0,4,5.555556,occasional,5.405405,occasional,Not in the AF
Myrtaceae,Eugenia goiapabana,0,0,0,12,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia gracillima,18,2,1,44,69.6,widespread,70.07874,widespread,Not endemic
Myrtaceae,Eugenia grandifolia,0,0,0,4,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia guanabarina,0,0,0,1,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia handroana,0,3,1,141,98.928571,near_endemic,98.951049,near_endemic,Endemic
Myrtaceae,Eugenia handroi,0,0,1,129,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia hartmanniae,0,0,0,1,100,pure_endemic,100,pure_endemic,Not in the AF
Myrtaceae,Eugenia hermesiana,0,0,0,7,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia hiemalis,214,125,35,401,60.675883,widespread,60.215827,widespread,Not endemic
Myrtaceae,Eugenia hirta,1,0,1,155,99.335548,near_endemic,99.361022,near_endemic,Endemic
Myrtaceae,Eugenia ilhensis,8,0,4,42,84.615385,widespread,84.615385,widespread,Endemic
Myrtaceae,Eugenia inversa,0,0,0,15,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia involucrata,355,46,13,261,37.617823,widespread,41.440744,widespread,Not endemic
Myrtaceae,Eugenia irirensis,0,0,0,1,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia ischnosceles,1,0,0,6,85.714286,widespread,85.714286,widespread,Endemic
Myrtaceae,Eugenia itacarensis,0,0,0,22,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia itaguahiensis,0,0,0,1,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia itahypensis,0,0,0,2,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia itajurensis,30,4,5,41,57.333333,widespread,57.615894,widespread,Endemic
Myrtaceae,Eugenia itapemirimensis,0,0,0,104,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia janeirensis,0,0,0,6,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia joenssonii,0,0,0,16,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia kleinii,0,0,0,136,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia klotzschiana,45,1,2,9,16.82243,widespread,18.018018,widespread,Not endemic
Myrtaceae,Eugenia kuhlmanniana,0,0,0,2,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia lacistema,0,0,0,6,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia lagoensis,1,13,4,1,28.571429,widespread,28.571429,widespread,Not endemic
Myrtaceae,Eugenia lambertiana,219,3,0,14,6.208426,occasional,5.970149,occasional,Not endemic
Myrtaceae,Eugenia laruotteana,5,3,0,13,66.666667,widespread,66.666667,widespread,Not endemic
Myrtaceae,Eugenia laxa,0,0,1,1,100,pure_endemic,100,pure_endemic,Not in the AF
Myrtaceae,Eugenia leonorae,0,0,0,5,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia leptoclada,0,0,0,31,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia ligustrina,151,76,18,100,36.785714,widespread,36.577181,widespread,Not endemic
Myrtaceae,Eugenia livida,48,2,0,8,14.545455,widespread,14.035088,widespread,Not in the AF
Myrtaceae,Eugenia longibracteata,1,0,0,2,100,pure_endemic,66.666667,widespread,Endemic
Myrtaceae,Eugenia longifolia,0,0,0,8,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia longipedunculata,10,10,7,119,87.394958,widespread,89.090909,widespread,Endemic
Myrtaceae,Eugenia longipetiolata,0,0,0,2,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia luschnathiana,3,18,3,28,71.95122,widespread,71.084337,widespread,Not endemic
Myrtaceae,Eugenia macahensis,0,0,0,19,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia macrantha,0,0,0,26,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia macrobracteolata,0,0,0,9,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia macrosperma,2,0,1,63,96.946565,near_endemic,96.946565,near_endemic,Endemic
Myrtaceae,Eugenia magnibracteolata,0,0,0,19,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia magnifica,0,0,0,25,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia malacantha,0,0,0,41,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia mandioccensis,0,0,0,38,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia mansoi,27,14,9,15,35.238095,widespread,36.448598,widespread,Endemic
Myrtaceae,Eugenia marambaiensis,0,0,0,1,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia mattosii,0,0,0,11,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia melanogyna,0,0,0,101,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia modesta,12,29,20,25,56.910569,widespread,56.910569,widespread,Not endemic
Myrtaceae,Eugenia monosperma,0,0,0,72,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia moonioides,0,0,0,14,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia moschata,170,2,0,9,5.389222,occasional,5,occasional,Not in the AF
Myrtaceae,Eugenia mosenii,0,0,0,118,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia multicostata,1,1,0,63,97.478992,near_endemic,97.674419,near_endemic,Endemic
Myrtaceae,Eugenia myrcianthes,96,50,13,81,39.89071,widespread,41.966427,widespread,Not endemic
Myrtaceae,Eugenia myrciariifolia,0,0,0,16,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia neoglomerata,1,0,0,74,98.630137,near_endemic,98.666667,near_endemic,Endemic
Myrtaceae,Eugenia neogracilis,0,0,0,11,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia neolaurifolia,0,0,0,6,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia neomyrtifolia,0,0,0,63,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia neosilvestris,0,1,0,46,98.901099,near_endemic,98.924731,near_endemic,Endemic
Myrtaceae,Eugenia neotristis,0,0,0,5,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia neoverrucosa,1,9,1,230,97.380952,near_endemic,97.669492,near_endemic,Endemic
Myrtaceae,Eugenia nutans,1,8,3,68,93.288591,near_endemic,93.288591,near_endemic,Endemic
Myrtaceae,Eugenia oblongata,1,0,1,208,99.511002,near_endemic,99.522673,near_endemic,Endemic
Myrtaceae,Eugenia oeidocarpa,1,1,0,25,93.333333,near_endemic,94.339623,near_endemic,Endemic
Myrtaceae,Eugenia ophthalmantha,2,0,0,1,33.333333,widespread,33.333333,widespread,Endemic
Myrtaceae,Eugenia oxyoentophylla,0,0,0,12,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia pachnantha,3,0,0,21,87.5,widespread,87.5,widespread,Endemic
Myrtaceae,Eugenia pachyclada,0,0,0,7,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia pantagensis,4,1,0,3,40,widespread,40,widespread,Not endemic
Myrtaceae,Eugenia paracatuana,43,32,6,54,49.137931,widespread,49.137931,widespread,Not endemic
Myrtaceae,Eugenia paranapiacabensis,0,0,0,1,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia patens,207,2,0,3,1.507538,occasional,1.421801,occasional,Not in the AF
Myrtaceae,Eugenia pauciflora,0,0,0,22,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia persicifolia,0,0,0,8,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia peruibensis,0,0,0,6,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia piloensis,8,1,0,11,59.459459,widespread,56.410256,widespread,Not endemic
Myrtaceae,Eugenia piresiana,0,0,0,6,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia piresii,0,0,0,3,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia pisiformis,0,1,0,282,99.81982,near_endemic,99.823009,near_endemic,Endemic
Myrtaceae,Eugenia pistaciifolia,24,39,16,6,24.347826,widespread,24.347826,widespread,Not in the AF
Myrtaceae,Eugenia pitanga,100,29,14,39,25.925926,widespread,28.660436,widespread,Not endemic
Myrtaceae,Eugenia platyphylla,1,0,0,87,98.734177,near_endemic,98.863636,near_endemic,Endemic
Myrtaceae,Eugenia platysema,0,0,1,42,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia plicata,0,0,0,12,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia plicatocostata,0,0,0,15,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia pluriflora,20,17,2,204,88.382688,near_endemic,87.794433,widespread,Endemic
Myrtaceae,Eugenia pohliana,11,14,9,5,34.545455,widespread,34.545455,widespread,Not in the AF
Myrtaceae,Eugenia prasina,5,0,0,241,97.835498,near_endemic,97.96748,near_endemic,Not endemic
Myrtaceae,Eugenia pruinosa,0,0,0,38,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia pruniformis,1,0,0,95,98.876404,near_endemic,98.958333,near_endemic,Not endemic
Myrtaceae,Eugenia pseudomalacantha,0,0,0,6,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia puberula,1,0,0,60,98.245614,near_endemic,98.360656,near_endemic,Endemic
Myrtaceae,Eugenia pulcherrima,0,0,0,12,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia punicifolia,1459,268,217,852,37.620968,widespread,37.615038,widespread,Not endemic
Myrtaceae,Eugenia pyriflora,0,1,0,4,88.888889,near_endemic,88.888889,widespread,Endemic
Myrtaceae,Eugenia pyriformis,131,35,17,402,71.789883,widespread,73.434705,widespread,Not endemic
Myrtaceae,Eugenia ramboi,6,6,2,111,92.035398,near_endemic,92.561983,near_endemic,Endemic
Myrtaceae,Eugenia regia,0,0,0,3,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia repanda,65,13,12,142,67.285383,widespread,67.425968,widespread,Endemic
Myrtaceae,Eugenia robustovenosa,0,0,0,2,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia rosea,13,18,2,3,14.893617,widespread,15.384615,widespread,Not in the AF
Myrtaceae,Eugenia roseiflora,54,0,0,1,1.851852,occasional,1.818182,occasional,Not in the AF
Myrtaceae,Eugenia rostrifolia,7,8,1,25,77.192982,widespread,69.863014,widespread,Endemic
Myrtaceae,Eugenia rotundicosta,0,0,1,5,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia rugosissima,0,0,0,10,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia ruschiana,0,0,0,2,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia schottiana,3,1,1,59,94.354839,near_endemic,94.444444,near_endemic,Not endemic
Myrtaceae,Eugenia sclerocalyx,0,0,0,16,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia selloi,0,2,0,88,98.837209,near_endemic,98.876404,near_endemic,Endemic
Myrtaceae,Eugenia sellowiana,51,3,1,3,7.142857,occasional,6.25,occasional,Not endemic
Myrtaceae,Eugenia serraegrandis,0,0,0,1,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia sobraliana,0,0,0,7,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia sonderiana,47,31,49,45,53.149606,widespread,52.651515,widespread,Not endemic
Myrtaceae,Eugenia speciosa,19,15,6,190,87.623762,widespread,87.927107,widespread,Endemic
Myrtaceae,Eugenia sphenoides,0,0,0,2,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia sphenophylla,7,2,0,24,75,widespread,75,widespread,Endemic
Myrtaceae,Eugenia splendens,6,43,53,21,63.333333,widespread,63.333333,widespread,Not in the AF
Myrtaceae,Eugenia sprengelii,5,1,0,10,64.516129,widespread,64.516129,widespread,Endemic
Myrtaceae,Eugenia squamiflora,0,0,0,5,100,pure_endemic,100,pure_endemic,Endemic
Myrtaceae,Eugenia stenosepala,2,0,0,10,83.333333,widespread,83.333333,widespread,Endemic
Myrtaceae,Eugenia stictopetala,379,10,13,16,5.699482,occasional,5.535055,occasional,Not endemic
Myrtaceae,Eugenia stigmatosa,4,0,1,115,96.172249,near_endemic,96.65272,near_endemic,Endemic
