order,locality1,UC
31777,"Parque Nacional Grande Sertao Veredas: Fazenda Mato Grande; Corrego Mato Grande, Cachoeira proximo a sede da Fazenda do Sr. Nenzinho Carneiro. Parque Nacional Grande Sertao Veredas",PI
31778,"Parque Nacional Grande Sertao Veredas; 14 km da sede da FUNATURA, numa estrada conhecida como """"""""Belem-Brasilia"""""""" (denominacao local);",PI
31779,"Parque Nacional Grande Sertao Veredas; 14km da Sede da FUNATURA; numa estrada conhecida como """"""""Belem-Brasilia"""""""" (dominacao local); relevo plano; solo com textura arenosa (areiaquatzosa)",PI
31780,"Parque Nacional Grande Sertao Veredas; 16,1 Km da Sede da FUNATURA numa estrada conhecida como """"""""Belem-Brasilia"""""""" Denominacao Local""""""""",PI
31781,"Parque nacional Grande Sertao Veredas; 21,4 km da sede da FUNATURA, numa estrada conhecida como """"""""Belem-Brasilia"""""""" (denominacao local)",PI
31782,"Parque Nacional Grande Sertao Veredas; 21,4 Km da sede da FUNATURA, numa estrada conhecida como \Belem-Brasilia\ (denominacao do local). Folha: SD-23-Y-B. Parque Nacional Grande Sertao Veredas",PI
31783,"Parque Nacional Grande Sertao Veredas; 21,4 Km da Sede da FUNATURA, numa estrada conhecida como Belem-Brasilia Parque Nacional Grande Sertao Veredas",PI
31784,Parque Nacional Grande Sertao Veredas; 31 Km do povoado Chapada Gaucha em direcao a fazenda do Sr. Porcilio Teixeira Muniz. Margem da estrada de terra. Solo arenoso. Relevo plano,PI
31785,Parque Nacional Grande Sertao Veredas; barra do Rio Preto com o Riacho Santa Rita; Fazenda do Sr. Porcilio Teixeira Muniz,PI
31786,"Parque Nacional Grande Sertao Veredas; cabeceira do rio Preto, vereda do Veado. Solo arenoso. Relevo plano.",PI
31787,Parque Nacional Grande Sertao Veredas; carrasco proximo a casa do Guarda Paque Gualdino,PI
31788,Parque Nacional Grande Sertao Veredas; carrasco proximo a casa do Guarda Parque Gualdino,PI
31789,"Parque Nacional Grande Sertao Veredas; Cerrado ao lado da Vereda do Veado, na entrada do alojamento da FUNATURA",PI
31790,"Parque Nacional Grande Sertao Veredas; cerrado ao lado da Vereda do Veado, na estrada para o alaojamento FUNATURA; solo com textura arenosa; relevo plano",PI
31791,Parque Nacional Grande Sertao Veredas; cerrado cerca de 2 km do alojamento da FUNATURA. Parque Nacional Grande Sertao Veredas,PI
31792,Parque Nacional Grande Sertao Veredas; cerrado; solo arenoso,PI
31793,"Parque Nacional Grande Sertao Veredas; estrada Belem-Brasilia, ca. 14km da sede da Funatura",PI
31794,"Parque Nacional Grande Sertao Veredas; estrada chA£o dentro do Parque, conhecida como """"""""BelA©m-Brasilia"""""""", ca. 12 km da sede",PI
31795,PARQUE NACIONAL GRANDE SERTAO VEREDAS; estrada da Sede da FUNATURA em direcao a fazenda Diamante. Solo arenoso. Relevo plano,PI
31796,"Parque Nacional Grande Sertao Veredas; estrada de chao dentro do Parque, conhecida como """"""""Belem-Brasilia"""""""", ca. 12 Km da sede",PI
31797,Parque Nacional Grande Sertao Veredas; estrada para a Fazenda do Sr. Nenzinho Carneiro. Parque Nacional Grande Sertao Veredas,PI
31798,Parque Nacional Grande Sertao Veredas; Fazenda Mato Grande,PI
31799,Parque Nacional Grande Sertao Veredas; fazenda. Folha Cartografica SD-22-X-D,PI
31800,"Parque Nacional Grande Sertao Veredas; floresta de galeria do rio Preto, junto a sede da FUNATURA; relevo plano",PI
31801,Parque Nacional Grande Sertao Veredas; Local perto da 1ª parcela,PI
31802,"Parque Nacional Grande Sertao Veredas; margem do Rio Preto, 2 km acima do Rio Carinhanha",PI
31803,"Parque Nacional Grande Sertao Veredas; margem do Rio Preto, 2km acima do Rio Carinhanha",PI
31804,Parque Nacional Grande Sertao Veredas; mata proxima ao Rio Carinhanha,PI
31805,Parque Nacional Grande Sertao Veredas; mata umida cerca de 2km do alojamento da FUNATURA; solo arenoso; relevo plano,PI
31806,Parque Nacional Grande Sertao Veredas; nascente do rio Preto. Estrada de terra em direcao a fazenda Diamante. SD-23-Y-B,PI
31807,Parque Nacional Grande Sertao Veredas; nascente do rio Preto; Vereda do Veado,PI
31808,Parque Nacional Grande Sertao Veredas; nascente Rio do Preto; cerrado na estrada de chao em direcao a Fazenda Diamante; solo com textura arenosa; relevo plano,PI
31809,Parque Nacional Grande Sertao Veredas; prA³ximo i casa do Guarda Parque Gualdino,PI
31810,"Parque Nacional Grande Sertao Veredas; proximo a entrada que da acesso ao alojamento da FUNATURA ; cerrado, ca. de 500m da vereda na nascente do rio Preto e 3 km do alojamento",PI
31811,"Parque Nacional Grande Sertao Veredas; proximo a entrada que da acesso ao alojamento da FUNATURA, ca. de 500m da vereda na anscente do Rio Preto e 3 km do alojamento. Parque Nacional Grande Sertao Veredas",PI
31812,"Parque Nacional Grande Sertao Veredas; proximo a entrada que da acesso ao alojamneto da FUNATURA, cerrado, ca. de 500 m de vereda na nascente do Rio Preto e 3 km do alojamento",PI
31813,Parque Nacional Grande Sertao Veredas; Rio Carinhanha. Folha Cartografica SD-23-Y-D Coordenada Coletada,PI
31814,"Parque Nacional Grande Sertao Veredas; Serra do Limoeiro, ca. 11 Km da Sede. Em solo arenoso com pedras de tapiacanga; relevo levemente ondulado.",PI
31815,"Parque Nacional Grande Sertao Veredas; Serra do Limoeiro, ca. 11 Km da Sede. Solo arenoso; relevo levemente ondulado.",PI
31816,"Parque Nacional Grande Sertao Veredas; Vereda do Veado, em dos bracos da nascente do Rio Preto; solo arenoso; relevo levemente ondulado",PI
31817,"Parque Nacional Grande Sertao Veredas; Vereda do Veado, um dos bracos do nascente do Rio Preto. Parque Nacional Grande Sertao Veredas",PI
31818,"Parque Nacional Grande Sertao Veredas;19,4 Km da Sede da FUNATURA, numa estrada conhecida como """""""" Belem-Brasilia"""""""" (denominacao local), cerrado, relevo plano, solo com textura arenosa (areiaquartzosa). Alt.: aproximada: 720 m",PI
31819,Parque Nacional GRande Sertao. Veredas; estrada de chao entre Maria Antonia e Salto (estrada da Fazenda Mato Grande),PI
31820,"PArque Nacional Grande Sertoes, prox. a Faz. Barbatimao",PI
31821,"Parque Nacional Grande Sertoes, proximo a Fazenda Barbatimao",PI
31822,Parque Nacional Grandes sertoes,PI
31823,"Parque Nacional Grandes Sertoes, proximo a fazenda Babatimao.",PI
31824,"Parque nacional Grandes Sertoes, proximo a Fazenda Barbatimao",PI
31825,"Parque Nacional Grandes Sertoes, proximo a Fazenda Barbatimao",PI
31826,"Parque Nacional Grandes Sertoes, proximo a fazenda Barbatimao.",PI
31827,"Parque nacional Grandes Sertoes,Proximo a Fazenda Barratimao",PI
31828,"Parque Nacional Grnde Sertao Veredas, 16,1km da sede da Funatura, numa estrada conhecida cpmo Belem-Brasilia, cerrado. Relevo plano, solo com textura arenosa (areiaquartzosa)",PI
31829,Parque Nacional Grutas de Cacahuamilpa,PI
31830,Parque Nacional Guache. Montana La Estrella,PI
31831,Parque Nacional Guaramacal,PI
31832,"Parque Nacional Guaramacal, Bosque Montano siempreverde de la vertiente Norte, Parcela de estudio Fenologico",PI
31833,"Parque Nacional Guaramacal, en la vertiente Norte",PI
31834,"Parque Nacional Guaramacal, en los alrededores del puesto de Guaraparques",PI
31835,"Parque Nacional Guaramacal, on road from Bocono to Guaramacal, SE od Guamaracal. N slope of mountain",PI
31836,"Parque Nacional Guaramacal, on road from Bocono to Guaramacal, SE of Guaramacal. Montane forest. N slope of mountain",PI
31837,"Parque Nacional Guaramacal, road from Bocono to Guaramacal, SE of Bocono",PI
31838,"Parque Nacional Guaramacal, road from Bocono to Guaramacal, SE of Bocono and just above park headquarters",PI
31839,"Parque Nacional Guaramacal, road from Bocono to Guaramacal, SE of Bocono. Ca. 15 km from the post of the park guards",PI
31840,"Parque Nacional Guaramacal, road from Bocono to Guaramacal, SE of Bocono. Montane forest. N slope of mountain",PI
31841,"Parque Nacional Guaramacal, road from Bocono to Guaramacal, SE of Bocono. N slope of mountain",PI
31842,"Parque Nacional Guaramacal, Sector El Paramito-La Aguadita, parcela de estudio fitosociologico No. 10. Camino Real Paramito-Batatal",PI
31843,"Parque Nacional Guaramacal, sector El Santuario, camino Qbda. Honda-La Punta",PI
31844,"Parque Nacional Guaramacal, sector El Santuario, La Punta",PI
31845,"Parque Nacional Guaramacal, sector quebrada Honda de El Santuario",PI
31846,"Parque Nacional Guaramacal, sector quebrada Honda, El Santuario",PI
31847,"Parque Nacional Guaramacal, Selvas Nubladas de la vertiente norte, parcela de estudio fitosociologico No. 5 adyacente a las instalaciones del acueducto de Bocono",PI
31848,"Parque Nacional Guaramacal, vertiente norte, camino Laguna de los Cedros-cresta del paramo",PI
31849,"Parque Nacional Guaramacal, vertiente norte, parcela de estudio fitosociologico No. 19",PI
31850,Parque Nacional Guaramacal. Across country from El Campamento NW to Mogote along the 1800 m contour level. NE slope of mountain,PI
31851,"Parque Nacional Guaramacal. Bocono-caserio de Guaramacal road, S slope (Qda. Jirajara) from turnoff to antennas to just above El Campamento",PI
31852,Parque Nacional Guaramacal. De la vertiente Norte. Quebrada Segovia. Adyacente a las instalaciones del acueducto de Bocono,PI
31853,Parque Nacional Guaramacal. Montane forest near Quebrada Honda. (UTM: 19-359029E; 1011815N),PI
31854,Parque Nacional Guaramacal. Paramo de Vicuyal,PI
31855,Parque Nacional Guaramacal. Parcela 4,PI
31856,Parque Nacional Guaramacal. Parcela 6,PI
31857,Parque Nacional Guaramacal. Parcela 9,PI
31858,Parque Nacional Guaramacal. Parcela adyacente al Puesto de Guardaparques,PI
31859,Parque Nacional Guaramacal. Proyecto Flora de Guaramacal. Potrero adyacente a la Laguna de los Cedros y sus alrededores,PI
31860,Parque Nacional Guaramacal. Sector El Cafenol,PI
31861,Parque Nacional Guaramacal. Selvas Nubladas de la vertiente norte,PI
31862,Parque Nacional Guaramacal. Selvas nubladas de la vertiente norte. Adyacente a las instalaciones del acueducto de Bocono,PI
31863,Parque Nacional Guaramacal. Selvas nubladas de la vertiente Norte. Potrero adyacente a la Laguna Los Cedros y sus alrededores,PI
31864,Parque Nacional Guaramacal. Trail from la Laguna de las Aguas Negras to la Qda. Salvaje. N slope of mountain,PI
31865,"Parque Nacional Guaramacal. Trail from the antennas on the summit of the Paramo de Guaramacal, SW to Paramo El Pumar",PI
31866,"Parque Nacional Guaricana, trilha para o",PI
31867,"Parque Nacional Guaricana,morro Primeiro",PI
31868,"Parque Nacional Guatopo, parcela permanente del programa SI/MAB-INPARQUE-ECONATURA. Cerca de """"""""El Lucero"""""""". Bosque semideciduo intervenido (cafetal abandonado 20-30 anos), con arboles emergentes hasta 30.0 m de alto. 700+/-50 m.s.n.m",PI
31869,Parque Nacional Guatopo. Entre Agua Blanca y Santa Crucita. Limites entre Dttos. Independencia y Acevedo,PI
31870,Parque Nacional Henri Pittier,PI
31871,Parque Nacional Henri Pittier por la carretera hacia Ocumare de la Costa,PI
31872,"Parque Nacional Henri Pittier, rain forest 21 km N of El Castano",PI
31873,"Parque Nacional Henri Pittier, vertiente Norte. En la via Maracay-Ocumare de la Costa",PI
31874,"Parque nacional henri pittier, via alcabala de limon-guamita; mun. autonomo",PI
31875,Parque Nacional Henri Pittier. Bosque nublado en la via Maracay-Choroni,PI
31876,Parque Nacional Henri Pittier. El Playon de Ocumare (Independencia). Alrededores de La Atalaya,PI
31877,Parque Nacional Henri Pittier. Entre Choroni y 8 km a la via hacia Maracay,PI
31878,Parque Nacional Henri Pittier. Entre la bajada a la Bahia de Cata desde El Playon hasta el pueblo de Cata,PI
31879,Parque Nacional Henri Pittier. Sabanas y bosques transicionales. En la via Maracay-Choroni,PI
31880,Parque Nacional Henri Pittier: a lo largo de la carretera Ocumare de la Costa-Cuyagua,PI
31881,Parque Nacional Henry Pittier,PI
31882,"Parque Nacional Henry Pittier NW of Maracay, Rancho Grande; behind R. Grande",PI
31883,Parque Nacional Iguacu,PI
31884,Parque nacional Iguaz'u (Salto B. Mendez),PI
31885,Parque Nacional Iguazu,PI
31886,PArque Nacional Iguazu,PI
31887,"Parque Nacional Iguazu, """"""""Los Palo Rosa""""""""",PI
31888,"Parque Nacional Iguazu, 1000 m E del camping, camino al higrometro. Selva marginal del rio Iguazu",PI
31889,"Parque Nacional Iguazu, alrededores de la estacion biologica",PI
31890,"Parque Nacional Iguazu, Alrededores del CIES",PI
31891,"Parque Nacional Iguazu, aprox 1 km al norte de acceso a Garganta del Diablo",PI
31892,"Parque Nacional Iguazu, area cataratas, sendero Barrio Guardaparques",PI
31893,"Parque Nacional Iguazu, camino a Cabure-i, km 22",PI
31894,"Parque Nacional Iguazu, camino a Garganta del Diablo",PI
31895,"Parque Nacional Iguazu, Camino a Garganta del Diablo",PI
31896,"Parque Nacional Iguazu, cataratas",PI
31897,"Parque Nacional Iguazu, Cataratas",PI
31898,"Parque Nacional Iguazu, Cataratas do Iguazu, circuito superior",PI
31899,"Parque Nacional Iguazu, Cataratas, Circuito Alto",PI
31900,"Parque Nacional Iguazu, Cataratas, Palmital Chico",PI
31901,"Parque Nacional Iguazu, Cataratas, pasarela inferior frente a Isla San Martin",PI
31902,"Parque Nacional Iguazu, Cataratas, pasarelas",PI
31903,"Parque Nacional Iguazu, Cataratas, Paseos Superiores",PI
31904,"Parque Nacional Iguazu, Centro de Investigaciones Ecologicas Subtropicales",PI
31905,"Parque Nacional Iguazu, Circuito Alto",PI
31906,"Parque Nacional Iguazu, Circuito Superior",PI
31907,"Parque Nacional Iguazu, entrada por Caburei",PI
31908,"Parque Nacional Iguazu, Entrada Sendero Macuco, Playon",PI
31909,"Parque nacional Iguazu, imediacoes do Centro de Investigaciones Ecologicas Subtropicales",PI
31910,"Parque Nacional Iguazu, Isla de los Carpinchos",PI
31911,"Parque Nacional Iguazu, isla San Martin",PI
31912,"Parque Nacional Iguazu, Los Palo Rosa",PI
31913,"Parque Nacional Iguazu, paseo superior de cataratas",PI
31914,"Parque Nacional Iguazu, Picada Boqueron, saliendo del sendero Macuco",PI
31915,"Parque Nacional Iguazu, Puerto Canoas",PI
31916,"Parque Nacional Iguazu, Puerto Iguazu, Villa Tacuara",PI
31917,"Parque Nacional Iguazu, Ruta 101",PI
31918,"Parque Nacional Iguazu, Ruta 101. Pto. Canoas",PI
31919,"Parque Nacional Iguazu, Ruta Nac. 101, entrada a Cataratas, picada junto a la entrada",PI
31920,"Parque Nacional Iguazu, Ruta Nacional 101",PI
31921,"Parque Nacional Iguazu, Ruta Nacional 101 y entrada a Cataratas",PI
31922,"Parque Nacional Iguazu, sector Cataratas, junto a la pasarela a la """"""""Garganta del Diablo""""""""",PI
31923,"Parque Nacional Iguazu, sector Cataratas, pasarela inferior",PI
31924,"Parque Nacional Iguazu, sector Cataratas, sendero """"""""Jacaratia corto""""""""",PI
31925,"Parque Nacional Iguazu, sector Cataratas, sendero """"""""Jacaratia largo""""""""",PI
31926,"Parque Nacional Iguazu, sector Cataratas. ca. amarradero",PI
31927,"Parque Nacional Iguazu, Sendero de Vigilancia, entre el Arroyo El Nandu y el Higrometro",PI
31928,"Parque Nacional Iguazu, sendero Jacaratia",PI
31929,"Parque Nacional Iguazu, sendero Macuco",PI
31930,"Parque Nacional Iguazu, Sendero Macuco",PI
31931,"Parque Nacional Iguazu, sendero Spur",PI
31932,"Parque Nacional Iguazu, Sendero Spur",PI
31933,"Parque Nacional Iguazu, Sendero Yacarata",PI
31934,"Parque Nacional Iguazu, sendero Yacaratia",PI
31935,"Parque Nacional Iguazu, Sendero Yacaratia",PI
31936,"Parque Nacional Iguazu, sendero Yacaratia """"""""largo""""""""",PI
31937,"Parque Nacional Iguazu, Senderos Superiores",PI
31938,"Parque Nacional Iguazu. 8 km E de Fto. de las Cancas. Borde de camino, selva marginal del rio Iguazu",PI
31939,Parque Nacional Iguazu. Alrededores del CIES,PI
31940,"Parque Nacional Iguazu. Area cataratas, centro de informes",PI
31941,"Parque Nacional Iguazu. Area cataratas, paseo superior",PI
31942,Parque Nacional Iguazu. Area de acampe El Nandu,PI
31943,Parque Nacional Iguazu. Arrededores del CIES,PI
31944,"Parque Nacional Iguazu. B Guardaparques, antiguo aeropuerto",PI
31945,Parque Nacional Iguazu. Camino a Garganta del Diablo,PI
31946,"Parque Nacional Iguazu. Cataratas de Iguazu, sendero de observacion",PI
31947,Parque Nacional Iguazu. Circuitos Cataratas,PI
31948,Parque Nacional Iguazu. En selva. Circuitos Cataratas,PI
31949,Parque Nacional Iguazu. Isla Carpincho,PI
31950,Parque Nacional Iguazu. Isla San Martin,PI
31951,Parque Nacional Iguazu. Islas del Paseo Superior. Interior de selva,PI
31952,"Parque Nacional Iguazu. Islas del Paseo Superior. Interior de selva, sobre curso de agua",PI
31953,"Parque Nacional Iguazu. Limite E del Parque, Seccional Yacui. Borde de selva",PI
31954,Parque Nacional Iguazu. Palmital Ruta 101,PI
31955,Parque Nacional Iguazu. Parque CIES,PI
31956,"Parque Nacional Iguazu. Rio Iguazu, Isla San Martin",PI
31957,"Parque Nacional Iguazu. Rio Iguazu, Islas das Tacuaras",PI
31958,Parque Nacional Iguazu. Ruta 101. 28 Km E cruce con el acceso al aeropuerto,PI
31959,Parque Nacional Iguazu. Salto Arrechea,PI
31960,Parque Nacional Iguazu. Salto Iguazu,PI
31961,"Parque Nacional Iguazu. Selva paranense sensu Cabrera & Willinck, 1973 (Biogeografia de America Latina) land margins thereof",PI
31962,Parque Nacional Iguazu. Sendero Macuco,PI
31963,Parque Nacional Iguazu. Sendero Macuco. En interior de selva secundaria,PI
31964,Parque Nacional Iguazu. Sendero Yacaratia,PI
31965,Parque Nacional Iguazu. Sendero Yacaratia Superior,PI
31966,"Parque Nacional Iguazu. Senero Macuco. Interior de selva, en picada",PI
31967,Parque Nacional Isla del Coco,PI
31968,"Parque Nacional Isla Gorgona, playa Pablo Sexto",PI
31969,Parque nacional Itatiaia,PI
31970,Parque Nacional Itatiaia,PI
31971,"Parque Nacional Itatiaia, along road to Agulhas Negras. Parque Nacional do Itatiaia",PI
31972,"Parque Nacional Itatiaia, along road to Agulhas Negras. Parque Nacional Itatiaia",PI
31973,"Parque Nacional Itatiaia, Br485,entre o Brejo da Lapa e Ag. negras2405m na margem da Represa",PI
